vidid,adview,views,likes,dislikes,comment,published,duration,category
VID_4306,6,3091132.0,1373.0,490.0,94.0,2015-12-29,PT3M3S,D
VID_23150,3,1625367.0,3841.0,416.0,205.0,2016-06-01,PT4M23S,H
VID_16913,2,122764.0,216.0,16.0,42.0,2011-06-11,PT10M3S,E
VID_11631,2,86632.0,879.0,11.0,35.0,2016-09-12,PT3M5S,D
VID_15435,20330,497630.0,612.0,177.0,471.0,2015-10-14,PT13M19S,E
VID_22252,9075,11113.0,29.0,0.0,0.0,2015-02-10,PT34S,G
VID_12262,54,4047694.0,7784.0,1534.0,521.0,2016-08-06,PT3M41S,D
VID_4961,5,585394.0,1039.0,86.0,49.0,2012-01-03,PT6M20S,D
VID_13530,1,117751.0,1647.0,73.0,74.0,2015-04-05,PT18M52S,D
VID_5127,2,130410.0,705.0,192.0,94.0,2016-11-08,PT2M58S,D
VID_9146,3,685.0,5.0,0.0,1.0,2016-06-23,PT1M13S,D
VID_462,8,72890.0,289.0,23.0,53.0,2014-03-16,PT37M36S,A
VID_3973,1,162498.0,402.0,24.0,19.0,2016-03-07,PT5M35S,D
VID_16760,1,99952.0,390.0,80.0,79.0,2016-07-01,PT11M37S,E
VID_3443,6,116396.0,231.0,21.0,27.0,2013-10-08,PT54M49S,D
VID_8867,1,347462.0,2641.0,80.0,250.0,2014-11-27,PT4M23S,D
VID_22086,4,87696.0,772.0,14.0,132.0,2013-08-12,PT7M16S,G
VID_184,4,61094.0,82.0,8.0,21.0,2012-08-19,PT4M44S,A
VID_5194,7,874521.0,334.0,110.0,16.0,2012-06-28,PT1M8S,D
VID_6015,1,28314.0,248.0,4.0,21.0,2016-03-04,PT10M24S,D
VID_9421,1,946.0,12.0,0.0,8.0,2014-05-06,PT8M32S,D
VID_16742,4,6926.0,64.0,5.0,15.0,2015-06-19,PT21M26S,E
VID_5069,5,41739.0,284.0,8.0,15.0,2016-05-31,PT3M35S,D
VID_21091,2,2970.0,28.0,3.0,6.0,2014-07-25,PT10M7S,G
VID_3679,1,312560.0,860.0,71.0,61.0,2015-03-28,PT35M,D
VID_10281,1,211.0,1.0,0.0,0.0,2017-01-30,PT31S,D
VID_2670,6,2315880.0,3797.0,873.0,181.0,2014-02-02,PT4M12S,C
VID_3595,1,2019975.0,2671.0,562.0,167.0,2015-06-06,PT6M22S,D
VID_18631,5,493570.0,6378.0,175.0,1652.0,2016-10-11,PT7M15S,F
VID_14194,3,1965.0,9.0,1.0,0.0,2014-06-20,PT7M19S,D
VID_374,1,48550.0,1477.0,18.0,155.0,2017-02-24,PT12M33S,A
VID_11816,1,4459.0,20.0,3.0,4.0,2014-04-01,PT1H7M25S,D
VID_22039,5,59089.0,324.0,4.0,57.0,2010-10-24,PT2M27S,G
VID_3460,4,599910.0,1416.0,78.0,26.0,2012-02-22,PT5M23S,D
VID_14874,1,12494.0,77.0,8.0,7.0,2014-01-18,PT2M6S,D
VID_14245,1,1815.0,98.0,8.0,55.0,2013-09-05,PT3M34S,D
VID_21664,2265,3949.0,22.0,0.0,2.0,2017-01-16,PT4M13S,G
VID_22608,2,218083.0,672.0,74.0,78.0,2015-08-06,PT15M43S,G
VID_10496,7,1905238.0,1557.0,504.0,692.0,2016-05-14,PT8M49S,D
VID_17115,1,850886.0,1636.0,1054.0,76.0,2017-03-07,PT55M48S,E
VID_14446,2,56556.0,86.0,9.0,3.0,2013-01-05,PT1M12S,D
VID_9850,1,1798.0,10.0,8.0,0.0,2014-11-30,PT3M28S,D
VID_22202,1,13087.0,59.0,2.0,7.0,2016-08-20,PT4M9S,G
VID_13303,1,89662.0,30.0,19.0,8.0,2014-10-06,PT8M15S,D
VID_14404,1,11684.0,43.0,1.0,6.0,2014-03-21,PT41S,D
VID_3320,24,2513939.0,4995.0,892.0,410.0,2013-08-23,PT19M52S,D
VID_11991,1,11729.0,100.0,1.0,7.0,2016-12-08,PT5M48S,D
VID_16623,1,93231.0,1367.0,11.0,180.0,2016-09-28,PT22M,E
VID_20060,3,10717.0,45.0,0.0,5.0,2014-01-31,PT4M3S,G
VID_23710,67,13966920.0,130494.0,7740.0,24411.0,2016-02-04,PT45M35S,H
VID_16998,1,323383.0,1106.0,30.0,393.0,2016-01-22,PT15M,E
VID_1359,5,891497.0,11047.0,190.0,1460.0,2016-08-20,PT11M47S,B
VID_16615,1,235947.0,1534.0,71.0,727.0,2016-08-13,PT13M34S,E
VID_4232,1,479373.0,487.0,73.0,10.0,2016-10-19,PT10M1S,D
VID_1593,36,2138771.0,14033.0,1526.0,7091.0,2016-05-11,PT14M32S,B
VID_3262,2,370102.0,269.0,98.0,29.0,2015-02-20,PT43M25S,D
VID_2248,3,3460.0,21.0,0.0,3.0,2013-04-18,PT5M36S,C
VID_8119,1,39874.0,170.0,2.0,80.0,2010-12-23,PT13M4S,D
VID_3579,6,922639.0,853.0,198.0,66.0,2016-06-26,PT10M17S,D
VID_10791,1,9852.0,66.0,4.0,7.0,2016-06-03,PT3M55S,D
VID_14333,2,4633682.0,25098.0,4187.0,7200.0,2009-06-24,PT2M22S,D
VID_21168,2,82358.0,1157.0,27.0,172.0,2016-05-01,PT3M32S,G
VID_13155,1,91459.0,77.0,16.0,7.0,2013-06-29,PT2M56S,D
VID_20716,4,4066976.0,48812.0,875.0,7224.0,2015-10-04,PT4M37S,G
VID_12098,1,449358.0,7084.0,441.0,1026.0,2015-01-05,PT14M10S,D
VID_9220,1,1484.0,12.0,2.0,0.0,2014-05-06,PT16M28S,D
VID_17317,19,587097.0,512.0,247.0,36.0,2014-05-06,PT20M54S,E
VID_6268,1,179500.0,546.0,12.0,29.0,2012-09-02,PT2M3S,D
VID_19238,5,299665.0,659.0,51.0,70.0,2013-05-03,PT7M1S,G
VID_4037,1,136267.0,146.0,32.0,4.0,2012-10-31,PT2M34S,D
VID_5529,2,8848.0,18.0,2.0,0.0,2014-02-11,PT13M32S,D
VID_21421,5,2115481.0,15601.0,318.0,861.0,2014-05-12,PT6M10S,G
VID_11979,1333626,1344097.0,60.0,7.0,4.0,2016-12-27,PT58S,D
VID_11063,20,4992150.0,44004.0,1632.0,1226.0,2014-10-08,PT2M46S,D
VID_17693,1,47815.0,112.0,25.0,3.0,2013-10-09,PT30M42S,F
VID_15858,1,409475.0,1076.0,128.0,110.0,2017-01-18,PT1H25M31S,E
VID_9435,1,40678.0,114.0,1.0,23.0,2015-10-26,PT10M10S,D
VID_20497,1,165017.0,113.0,34.0,7.0,2012-06-19,PT9M48S,G
VID_7486,4,29302.0,157.0,3.0,64.0,2014-01-24,PT12M25S,D
VID_22718,3,798.0,18.0,0.0,2.0,2016-05-07,PT2M32S,G
VID_3381,5,585978.0,859.0,62.0,36.0,2012-06-21,PT4M,D
VID_4311,3,2607453.0,2756.0,719.0,178.0,2012-04-18,PT1M18S,D
VID_13517,44,296814.0,554.0,71.0,18.0,2014-02-25,PT11M26S,D
VID_7667,2,1843660.0,698.0,525.0,67.0,2015-09-14,PT1M17S,D
VID_18718,5,492.0,2.0,1.0,0.0,2016-06-29,PT1M54S,F
VID_12474,1,6663.0,142.0,4.0,28.0,2014-04-20,PT6M11S,D
VID_1072,2,594805.0,8279.0,292.0,10015.0,2016-05-13,PT4M27S,B
VID_4854,9,108870.0,63.0,20.0,4.0,2011-10-19,PT4M35S,D
VID_9518,5,642.0,10.0,0.0,6.0,2016-07-19,PT31S,D
VID_16321,82,7807.0,21.0,5.0,0.0,2013-10-31,PT5M16S,E
VID_1185,7,638070.0,6741.0,370.0,1425.0,2016-07-27,PT3M56S,B
VID_17434,21,146645.0,495.0,60.0,139.0,2012-08-19,PT27S,E
VID_18137,1,89278.0,5628.0,51.0,561.0,2016-08-08,PT9M,F
VID_12105,13,568415.0,8254.0,753.0,1133.0,2014-03-02,PT8M34S,D
VID_23205,1,308574.0,328.0,14.0,35.0,2016-07-06,PT59S,H
VID_1333,45,2439514.0,30555.0,508.0,5365.0,2016-04-01,PT9M54S,B
VID_21612,1,43105.0,145.0,5.0,34.0,2013-08-21,PT4M19S,G
VID_3772,7,558366.0,575.0,137.0,47.0,2016-07-15,PT2H11M31S,D
VID_4177,2,178645.0,295.0,32.0,9.0,2013-09-24,PT6M58S,D
VID_5043,2,712300.0,1323.0,93.0,29.0,2016-04-27,PT2M48S,D
VID_15068,10,25690.0,473.0,5.0,28.0,2014-05-23,PT4M37S,D
VID_9664,5,199040.0,139.0,51.0,3.0,2012-01-28,PT24M51S,D
VID_479,1,25622.0,197.0,12.0,41.0,2014-02-06,PT43M12S,A
VID_22648,1,1067232.0,5745.0,181.0,557.0,2014-10-07,PT6M9S,G
VID_11448,63,77499.0,243.0,10.0,28.0,2014-12-20,PT5M53S,D
VID_19767,5663,34695.0,79.0,9.0,8.0,2013-03-05,PT4M32S,G
VID_787,1,237404.0,687.0,32.0,184.0,2015-02-11,PT35M29S,B
VID_19155,9,238489.0,449.0,61.0,63.0,2012-11-08,PT3M12S,G
VID_22857,47,574307.0,6645.0,211.0,584.0,2012-11-26,PT3M20S,G
VID_13317,1,268.0,4.0,1.0,0.0,2014-05-06,PT1M19S,D
VID_22703,3,72621.0,1091.0,18.0,164.0,2014-01-12,PT5M8S,G
VID_18606,4,683.0,20.0,1.0,0.0,2016-10-19,PT2M41S,F
VID_7232,10,379666.0,438.0,81.0,20.0,2016-08-02,PT1M49S,D
VID_7456,1,35502.0,220.0,24.0,298.0,2013-09-11,PT1M39S,D
VID_20042,1,116351.0,443.0,8.0,48.0,2014-11-02,PT7M31S,G
VID_16550,6,620462.0,836.0,290.0,114.0,2015-04-17,PT1H27M9S,E
VID_19115,7,152362.0,163.0,10.0,10.0,2013-08-30,PT3M52S,G
VID_20847,1,1287309.0,4469.0,296.0,185.0,2012-02-11,PT5M28S,G
VID_9536,1,585.0,2.0,1.0,0.0,2013-06-05,PT21S,D
VID_3709,1,769913.0,1821.0,190.0,181.0,2015-08-21,PT5M22S,D
VID_16465,1,1011547.0,9106.0,365.0,661.0,2015-12-05,PT2M58S,E
VID_1795,1,1576.0,5.0,2.0,0.0,2016-01-18,PT1M58S,B
VID_20013,1,34712.0,56.0,10.0,3.0,2013-03-26,PT29M7S,G
VID_9003,1,1597078.0,4873.0,761.0,460.0,2014-07-11,PT42M48S,D
VID_11591,1,275174.0,1155.0,252.0,295.0,2016-06-09,PT9M27S,D
VID_21058,4,387051.0,1004.0,166.0,75.0,2014-07-30,PT4M20S,G
VID_16485,1,667992.0,7095.0,79.0,631.0,2013-04-12,PT4M8S,E
VID_4905,13,657514.0,1256.0,232.0,179.0,2014-09-26,PT2H22M25S,D
VID_8330,1,255008.0,686.0,45.0,18.0,2014-05-19,PT3M41S,D
VID_3149,1,545413.0,1252.0,245.0,91.0,2013-02-25,PT37M54S,D
VID_21778,1,58001.0,856.0,16.0,77.0,2016-07-28,PT4M1S,G
VID_2475,1,1104944.0,6004.0,171.0,250.0,2014-12-20,PT3M41S,C
VID_8899,2,755339.0,2679.0,276.0,625.0,2014-12-07,PT4M54S,D
VID_18878,1,13646.0,62.0,7.0,18.0,2011-02-14,PT5M42S,F
VID_22796,9,6571038.0,17072.0,573.0,1310.0,2009-03-29,PT4M31S,G
VID_4323,1,758320.0,1023.0,178.0,7.0,2015-11-27,PT1M34S,D
VID_18588,1,8699.0,220.0,6.0,30.0,2013-09-28,PT3M38S,F
VID_6242,47,975664.0,1481.0,169.0,59.0,2010-07-12,PT9M23S,D
VID_4032,2,423999.0,428.0,92.0,22.0,2012-09-18,PT39M29S,D
VID_17193,1,177183.0,1294.0,48.0,871.0,2016-07-01,PT3M44S,E
VID_9216,1,285298.0,846.0,170.0,195.0,2016-04-26,PT42M5S,D
VID_8904,2,786965.0,5005.0,130.0,971.0,2016-01-20,PT1M43S,D
VID_14661,4,23482.0,142.0,7.0,8.0,2016-07-17,PT19M59S,D
VID_7194,1,4207.0,10.0,1.0,1.0,2016-09-08,PT1M34S,D
VID_3084,7,64556.0,276.0,21.0,22.0,2013-10-02,PT3M15S,C
VID_17793,4249,42485.0,409.0,24.0,72.0,2017-01-23,PT10M1S,F
VID_4182,3,313571.0,432.0,59.0,24.0,2012-12-12,PT11M39S,D
VID_13969,1,3816.0,6.0,2.0,0.0,2015-02-11,PT23M15S,D
VID_10988,1,4077820.0,23395.0,1185.0,2528.0,2015-08-14,PT16M27S,D
VID_8391,1,22975.0,33.0,3.0,3.0,2015-10-07,PT2H36M50S,D
VID_18460,1,908.0,2.0,1.0,0.0,2014-04-14,PT2M11S,F
VID_16000,2,1553717.0,4497.0,406.0,721.0,2013-10-31,PT1H36M15S,E
VID_16458,4,6486.0,34.0,1.0,2.0,2016-12-14,PT1M3S,E
VID_13032,76,28737.0,37.0,8.0,0.0,2014-04-18,PT6M52S,D
VID_20367,2,15138.0,252.0,4.0,8.0,2017-01-06,PT5M3S,G
VID_18642,2,542779.0,5830.0,138.0,1084.0,2016-04-24,PT5M34S,F
VID_2599,8,5243682.0,9035.0,1817.0,768.0,2014-03-26,PT3M41S,C
VID_17473,3,6888.0,74.0,2.0,59.0,2015-10-20,PT4M29S,E
VID_18286,7,183994.0,1292.0,60.0,282.0,2015-11-09,PT3M26S,F
VID_11884,2,859841.0,3591.0,140.0,189.0,2016-09-12,PT1M59S,D
VID_13781,3,542052.0,2219.0,109.0,422.0,2014-11-12,PT4M45S,D
VID_18315,2,392758.0,2617.0,42.0,307.0,2016-06-16,PT4M22S,F
VID_21666,1255,1923.0,9.0,0.0,1.0,2017-01-19,PT14M37S,G
VID_21760,1,762797.0,2032.0,148.0,49.0,2012-12-25,PT3M14S,G
VID_11784,1,9123.0,26.0,8.0,7.0,2013-05-03,PT21M58S,D
VID_23551,1,3234.0,8.0,3.0,0.0,2014-11-25,PT12M45S,H
VID_5264,2,638572.0,581.0,148.0,25.0,2016-02-01,PT1M30S,D
VID_14034,8,2997251.0,5527.0,1122.0,456.0,2016-06-18,PT1H49M23S,D
VID_23295,1,281479.0,262.0,21.0,12.0,2014-08-31,PT4M24S,H
VID_15653,2,12331.0,13.0,3.0,0.0,2014-07-29,PT2H30M21S,E
VID_20136,10,5610.0,23.0,0.0,4.0,2016-06-15,PT24M1S,G
VID_20585,10,22264.0,1023.0,91.0,68.0,2012-12-25,PT2M54S,G
VID_14897,13,134543.0,411.0,60.0,67.0,2013-06-28,PT5M23S,D
VID_3677,1,590661.0,1339.0,111.0,68.0,2016-11-26,PT10M22S,D
VID_21167,1,147239.0,2733.0,34.0,527.0,2016-03-18,PT4M,G
VID_12358,1,1265327.0,11171.0,533.0,344.0,2017-03-01,PT30S,D
VID_8252,1,1502536.0,1751.0,546.0,114.0,2016-09-02,PT4M48S,D
VID_11666,3,64849.0,224.0,8.0,4.0,2015-07-18,PT19M23S,D
VID_9817,7442,11120.0,19.0,1.0,1.0,2015-02-19,PT3M47S,D
VID_1932,10,665458.0,7819.0,344.0,689.0,2016-07-06,PT5M45S,B
VID_2483,1,26726.0,12.0,4.0,2.0,2015-04-08,PT25M41S,C
VID_8856,1,35995.0,35.0,15.0,1.0,2013-07-30,PT13M35S,D
VID_3409,4,65194.0,128.0,19.0,11.0,2011-11-03,PT9M55S,D
VID_16446,8,849549.0,3480.0,64.0,325.0,2012-09-26,PT4M23S,E
VID_14841,24,1057524.0,9713.0,383.0,527.0,2016-02-26,PT4M25S,D
VID_13999,1015,1784.0,4.0,0.0,1.0,2015-06-17,PT37S,D
VID_17637,1,12132.0,19.0,1.0,1.0,2014-07-26,PT1H40M23S,E
VID_5511,1,41897.0,90.0,4.0,4.0,2015-09-03,PT12M20S,D
VID_18908,1,1739.0,42.0,0.0,3.0,2016-06-01,PT5M47S,F
VID_20688,1,187541.0,3362.0,66.0,795.0,2016-06-23,PT5M10S,G
VID_11618,1,17041.0,186.0,8.0,49.0,2016-09-22,PT36M21S,D
VID_20902,6,231594.0,790.0,71.0,58.0,2014-05-24,PT50M29S,G
VID_4808,1,253244.0,439.0,92.0,15.0,2014-07-11,PT13M51S,D
VID_21431,1,2118242.0,10029.0,612.0,947.0,2016-12-21,PT6M36S,G
VID_22799,1,40627.0,311.0,10.0,0.0,2013-06-22,PT7M14S,G
VID_10100,2,286633.0,474.0,158.0,72.0,2017-02-23,PT10M33S,D
VID_18224,1,66454.0,770.0,76.0,237.0,2015-10-24,PT6M27S,F
VID_16322,1,2122.0,13.0,1.0,0.0,2016-01-27,PT2M32S,E
VID_17389,5,7381.0,330.0,9.0,7.0,2016-08-15,PT50S,E
VID_17440,3,181035.0,661.0,46.0,29.0,2015-07-06,PT2M2S,E
VID_10783,1,40898.0,151.0,7.0,10.0,2015-06-01,PT3M33S,D
VID_10962,13,4803840.0,84462.0,2448.0,4699.0,2016-01-19,PT9M49S,D
VID_14422,18,1501.0,28.0,2.0,8.0,2016-07-20,PT3M9S,D
VID_2948,40,1062327.0,6011.0,190.0,904.0,2011-02-12,PT5M3S,C
VID_18794,6,126409.0,122.0,10.0,26.0,2012-03-15,PT5M11S,F
VID_16176,1,482858.0,1262.0,113.0,191.0,2016-03-02,PT1H26M49S,E
VID_1592,991819,4354099.0,16640.0,1931.0,2101.0,2017-02-06,PT5M10S,B
VID_15884,1,337741.0,602.0,40.0,60.0,2014-06-25,PT2M47S,E
VID_11891,18,4689387.0,37473.0,1396.0,1062.0,2016-07-30,PT3M54S,D
VID_3943,1,630106.0,1727.0,161.0,133.0,2014-08-11,PT45M6S,D
VID_20706,2,305445.0,3662.0,45.0,555.0,2014-10-31,PT4M17S,G
VID_17481,2,87631.0,1027.0,40.0,80.0,2016-07-09,PT4M1S,E
VID_19833,1,10010.0,50.0,4.0,1.0,2010-12-25,PT14M3S,G
VID_231,6,67722.0,103.0,17.0,18.0,2013-09-21,PT10M50S,A
VID_9423,1,24517.0,94.0,6.0,23.0,2014-09-06,PT16M44S,D
VID_1914,290,1395538.0,24483.0,316.0,1156.0,2014-01-31,PT6M20S,B
VID_11778,1,281.0,2.0,0.0,0.0,2013-12-03,PT6M32S,D
VID_14053,2,56065.0,1323.0,147.0,175.0,2014-08-04,PT11M48S,D
VID_5742,1,314031.0,489.0,39.0,53.0,2012-08-06,PT4M,D
VID_21031,1,795518.0,3500.0,414.0,610.0,2014-12-19,PT6M21S,G
VID_21455,155,1868248.0,14898.0,208.0,933.0,2013-04-01,PT4M47S,G
VID_21744,3,6890.0,33.0,1.0,2.0,2015-11-14,PT1M1S,G
VID_22007,4,704217.0,3496.0,382.0,136.0,2016-01-29,PT5M38S,G
VID_20040,1,138252.0,858.0,8.0,31.0,2015-06-07,PT8M32S,G
VID_10832,1,1273.0,4.0,0.0,0.0,2014-05-12,PT3M48S,D
VID_17863,24,491665.0,682.0,57.0,116.0,2013-05-13,PT10M25S,F
VID_23184,1,197659.0,150.0,64.0,10.0,2014-06-24,PT7M47S,H
VID_5292,12,104416.0,80.0,13.0,11.0,2011-11-08,PT44S,D
VID_899,21,46195.0,355.0,86.0,65.0,2014-07-11,PT4M49S,B
VID_2747,4,3002.0,7.0,0.0,3.0,2011-11-13,PT5M13S,C
VID_6596,2,1060701.0,2195.0,529.0,1112.0,2016-05-19,PT10M2S,D
VID_723,1,98983.0,440.0,43.0,70.0,2016-07-10,PT9M54S,B
VID_16225,2,3643817.0,2444.0,920.0,307.0,2015-05-15,PT1H34M58S,E
VID_8480,2,144072.0,40.0,17.0,5.0,2014-01-24,PT2M34S,D
VID_20376,2,38019.0,640.0,4.0,23.0,2016-11-04,PT6M8S,G
VID_12258,1,1980685.0,7276.0,909.0,926.0,2016-12-14,PT4M10S,D
VID_15981,1,32330.0,44.0,2.0,5.0,2013-10-31,PT1H35M1S,E
VID_21077,2,36797.0,76.0,10.0,1.0,2013-07-21,PT2M12S,G
VID_14105,1,1656398.0,7064.0,338.0,459.0,2012-05-22,PT3M46S,D
VID_4379,1,300667.0,106.0,26.0,0.0,2014-02-28,PT3M3S,D
VID_696,2,13232.0,217.0,4.0,36.0,2015-09-11,PT14M1S,B
VID_14267,1,306.0,17.0,0.0,3.0,2016-11-15,PT10M59S,D
VID_3649,2,237098.0,285.0,52.0,35.0,2016-09-18,PT10M32S,D
VID_9437,1,3001.0,30.0,0.0,16.0,2016-04-12,PT37S,D
VID_11641,1,995729.0,1279.0,234.0,52.0,2015-08-20,PT2H49M19S,D
VID_22351,1,6300.0,105.0,2.0,7.0,2016-08-29,PT4M15S,G
VID_5613,5,203295.0,203.0,44.0,7.0,2013-05-22,PT1M34S,D
VID_21780,1,162881.0,1278.0,68.0,44.0,2015-04-06,PT6M23S,G
VID_708,1,402657.0,3546.0,46.0,1061.0,2015-03-20,PT2M46S,B
VID_15623,7,529737.0,446.0,361.0,100.0,2016-01-22,PT2M55S,E
VID_20826,1,252404.0,1658.0,55.0,110.0,2016-08-27,PT4M20S,G
VID_23361,1,949368.0,749.0,273.0,246.0,2017-02-07,PT10M8S,H
VID_11797,1,3402.0,22.0,0.0,3.0,2014-04-07,PT10M20S,D
VID_18074,74849,187227.0,484.0,75.0,129.0,2016-05-10,PT13M9S,F
VID_7646,1,13680.0,1.0,2.0,1.0,2015-08-12,PT13M44S,D
VID_11506,9,19767.0,22.0,1.0,0.0,2014-11-26,PT1M39S,D
VID_15965,1,394886.0,688.0,67.0,137.0,2013-10-31,PT1H13M22S,E
VID_18090,1,226520.0,939.0,62.0,123.0,2015-06-06,PT7M10S,F
VID_7121,2,99253.0,332.0,24.0,16.0,2015-06-20,PT10M11S,D
VID_16081,1,65364.0,94.0,8.0,11.0,2015-04-01,PT2H28M17S,E
VID_9790,16609,75322.0,407.0,6.0,3.0,2015-05-13,PT2M34S,D
VID_15103,3,290482.0,1496.0,32.0,85.0,2014-09-27,PT5M34S,E
VID_1803,1,560599.0,4823.0,128.0,994.0,2015-10-22,PT3M30S,B
VID_16650,1,230762.0,2480.0,67.0,194.0,2015-08-31,PT18M36S,E
VID_6827,1,180442.0,1174.0,27.0,680.0,2015-12-16,PT5M17S,D
VID_2565,1,135869.0,567.0,37.0,279.0,2016-08-26,PT59M37S,C
VID_13413,1,65135.0,437.0,99.0,68.0,2016-07-12,PT1M44S,D
VID_11682,1,53122.0,172.0,10.0,8.0,2015-09-28,PT1M17S,D
VID_13843,2,1036627.0,10602.0,517.0,1251.0,2016-05-17,PT10M8S,D
VID_19742,1,14603.0,18.0,5.0,3.0,2013-01-07,PT5M48S,G
VID_17603,3,687081.0,4836.0,499.0,333.0,2014-05-03,PT1M30S,E
VID_8838,1,43386.0,62.0,22.0,1.0,2013-07-30,PT12M48S,D
VID_9160,9,3042.0,22.0,3.0,1.0,2017-02-22,PT2M8S,D
VID_7085,3,149748.0,140.0,46.0,19.0,2015-07-07,PT2H28M49S,D
VID_22825,1,166088.0,1469.0,20.0,236.0,2016-07-07,PT3M2S,G
VID_6389,6,179910.0,406.0,20.0,47.0,2010-03-15,PT9M11S,D
VID_8574,3,118821.0,81.0,23.0,19.0,2016-04-11,PT53S,D
VID_2864,1,5045.0,13.0,0.0,15.0,2013-02-10,PT16M10S,C
VID_8248,1,10306.0,29.0,2.0,3.0,2015-06-16,PT2M40S,D
VID_17576,2,2005878.0,3042.0,803.0,376.0,2014-04-06,PT3M15S,E
VID_16573,1,86916.0,133.0,15.0,8.0,2016-05-31,PT1M33S,E
VID_8489,1,92351.0,240.0,9.0,86.0,2016-08-11,PT41S,D
VID_2872,1,3399.0,10.0,0.0,1.0,2012-12-26,PT9M25S,C
VID_16417,35894,57720.0,55.0,2.0,0.0,2015-05-14,PT24S,E
VID_22538,5,3264.0,2.0,1.0,0.0,2014-04-23,PT31S,G
VID_3312,1,633615.0,1011.0,333.0,129.0,2016-02-29,PT3M28S,D
VID_18456,1,1298.0,4.0,5.0,2.0,2016-03-18,PT1M22S,F
VID_6968,10,565735.0,612.0,55.0,6.0,2012-04-24,PT1M46S,D
VID_2062,12,107003.0,1065.0,142.0,103.0,2013-03-08,PT3M14S,B
VID_4573,2,53203.0,107.0,5.0,3.0,2016-08-26,PT10M33S,D
VID_341,2,235781.0,6297.0,145.0,563.0,2016-05-23,PT25M28S,A
VID_3886,176,1647711.0,1632.0,507.0,95.0,2014-02-12,PT26M17S,D
VID_8511,1,75581.0,90.0,34.0,5.0,2016-02-10,PT4M53S,D
VID_13094,1,59591.0,181.0,8.0,38.0,2014-12-22,PT48M47S,D
VID_2531,1,158008.0,578.0,60.0,1028.0,2016-05-27,PT1H5M28S,C
VID_8923,1,420508.0,4991.0,211.0,3997.0,2015-08-04,PT2M37S,D
VID_21859,2,196191.0,2706.0,64.0,573.0,2016-07-14,PT10M58S,G
VID_17943,1,1523480.0,6191.0,911.0,4816.0,2015-12-22,PT3M15S,F
VID_12278,1,262528.0,774.0,100.0,62.0,2013-05-13,PT1M46S,D
VID_20490,1,196020.0,256.0,27.0,77.0,2014-09-06,PT4M17S,G
VID_10255,1,11010.0,14.0,2.0,0.0,2016-03-18,PT31S,D
VID_6541,8,410049.0,3166.0,188.0,2893.0,2016-07-29,PT10M31S,D
VID_5497,1,99239.0,262.0,12.0,7.0,2014-11-03,PT15M2S,D
VID_11230,2,13600.0,437.0,8.0,53.0,2017-01-25,PT8M27S,D
VID_2038,2,20419.0,120.0,309.0,326.0,2013-02-05,PT5M4S,B
VID_12454,4,78900.0,579.0,46.0,379.0,2013-08-29,PT6M25S,D
VID_4397,1,96547.0,119.0,25.0,19.0,2014-01-22,PT24M48S,D
VID_638,2,116642.0,733.0,12.0,183.0,2015-08-03,PT6M55S,B
VID_15100,1,320333.0,1060.0,39.0,110.0,2014-05-08,PT6M50S,E
VID_11539,1,15566.0,40.0,2.0,2.0,2015-01-16,PT1M41S,D
VID_1275,1,817562.0,11541.0,111.0,1221.0,2016-07-17,PT3M31S,B
VID_22268,1,581299.0,1612.0,88.0,138.0,2013-09-29,PT5M1S,G
VID_22741,1,7174888.0,32769.0,1705.0,1368.0,2015-06-23,PT2M55S,G
VID_18725,1246,2409.0,13.0,0.0,0.0,2016-02-17,PT8M58S,F
VID_23354,3,597127.0,1380.0,195.0,569.0,2016-08-16,PT8M38S,H
VID_14860,2,158416.0,341.0,53.0,86.0,2015-01-05,PT29M11S,D
VID_5031,22,600349.0,4272.0,220.0,460.0,2016-04-16,PT1M55S,D
VID_10048,4,199435.0,138.0,73.0,23.0,2016-07-24,PT10M5S,D
VID_940,1,98653.0,842.0,147.0,651.0,2016-08-30,PT6M16S,B
VID_20217,2,20327.0,93.0,4.0,9.0,2014-04-14,PT4M41S,G
VID_4728,1,28147.0,96.0,3.0,3.0,2013-10-10,PT12M46S,D
VID_4086,1,145954.0,387.0,33.0,9.0,2011-03-21,PT7M1S,D
VID_9012,4,1357800.0,2787.0,194.0,131.0,2014-07-29,PT5M22S,D
VID_13564,14,3320443.0,35788.0,538.0,1672.0,2016-07-30,PT7M1S,D
VID_7504,1,9505.0,201.0,2.0,91.0,2014-03-30,PT3M43S,D
VID_12732,37,2908493.0,16297.0,7623.0,7106.0,2016-08-13,PT11M52S,D
VID_17670,9,84544.0,313.0,48.0,16.0,2013-07-11,PT22M9S,F
VID_13903,1,43172.0,59.0,21.0,81.0,2011-05-01,PT5M36S,D
VID_2259,1,207690.0,708.0,236.0,114.0,2012-09-06,PT2M28S,C
VID_11980,1497349,1525185.0,414.0,114.0,19.0,2016-12-27,PT1M9S,D
VID_1045,10,5090402.0,28291.0,2063.0,3515.0,2015-02-21,PT18M8S,B
VID_12360,3,29963.0,32.0,1.0,0.0,2013-08-01,PT4M53S,D
VID_14365,1,431968.0,1945.0,69.0,164.0,2016-03-06,PT12M31S,D
VID_500,1,38207.0,618.0,3.0,136.0,2013-06-28,PT11M49S,A
VID_14856,3,224563.0,730.0,25.0,165.0,2013-03-01,PT6M40S,D
VID_20291,1,251136.0,1228.0,23.0,655.0,2010-10-04,PT7M49S,G
